Exp_Username,Exp_Date,Exp_Response*Response,Exp_Response*Accuracy,Exp_Response*trial_RT,Exp_Response*Object,Exp_Response*DMT_Trial,Exp_Response*Type,Exp_Response*Room,Exp_Response*Reward
1167,2025-10-22,2,-1,2867.0413333347824,../run_exp/static/images/probes/probes-95.png,0,0,driftwood_beach,1
1167,2025-10-22,-1,-1,3000,../run_exp/static/images/probes/probes-129.png,1,0,driftwood_beach,0
1167,2025-10-22,-1,-1,3000,../run_exp/static/images/probes/probes-167.png,2,0,driftwood_beach,0
1167,2025-10-22,0,-1,762.3632499999076,../run_exp/static/images/probes/probes-10.png,3,0,driftwood_beach,1
1167,2025-10-22,1,-1,699.0928750001331,../run_exp/static/images/probes/probes-32.png,4,0,driftwood_beach,0
1167,2025-10-22,0,-1,279.33862499958195,../run_exp/static/images/probes/probes-22.png,5,0,driftwood_beach,0
1167,2025-10-22,2,-1,1177.0184166653053,../run_exp/static/images/probes/probes-120.png,6,0,driftwood_beach,0
1167,2025-10-22,0,-1,1288.5858333320357,../run_exp/static/images/probes/probes-128.png,7,0,driftwood_beach,0
1167,2025-10-22,0,-1,556.1309166678257,../run_exp/static/images/probes/probes-126.png,8,0,driftwood_beach,1
1167,2025-10-22,1,-1,795.689416667301,../run_exp/static/images/probes/probes-166.png,9,0,driftwood_beach,0
1167,2025-10-22,1,-1,1289.2048749999958,../run_exp/static/images/probes/probes-105.png,10,0,driftwood_beach,0
1167,2025-10-22,0,-1,1213.1064166660508,../run_exp/static/images/probes/probes-21.png,11,0,driftwood_beach,1
1167,2025-10-22,0,-1,665.0804999990214,../run_exp/static/images/probes/probes-42.png,12,0,driftwood_beach,0
1167,2025-10-22,0,-1,967.2008750003442,../run_exp/static/images/probes/probes-178.png,13,0,driftwood_beach,1
1167,2025-10-22,0,-1,1199.7711250005523,../run_exp/static/images/probes/probes-147.png,14,0,driftwood_beach,1
1167,2025-10-22,0,-1,1292.013375001261,../run_exp/static/images/probes/probes-163.png,15,0,driftwood_beach,1
1167,2025-10-22,0,-1,734.9979583341337,../run_exp/static/images/probes/probes-56.png,16,0,driftwood_beach,0
1167,2025-10-22,0,-1,1322.6233750010579,../run_exp/static/images/probes/probes-15.png,17,0,driftwood_beach,1
1167,2025-10-22,0,-1,888.970291665828,../run_exp/static/images/probes/probes-102.png,18,0,driftwood_beach,1
1167,2025-10-22,0,-1,951.660124999762,../run_exp/static/images/probes/probes-103.png,19,0,driftwood_beach,1
1167,2025-10-22,0,-1,909.5529583337338,../run_exp/static/images/probes/probes-29.png,20,0,driftwood_beach,1
1167,2025-10-22,0,-1,512.6557916664751,../run_exp/static/images/probes/probes-130.png,21,0,driftwood_beach,1
1167,2025-10-22,0,-1,933.7734166692826,../run_exp/static/images/probes/probes-93.png,22,0,driftwood_beach,1
1167,2025-10-22,0,-1,524.2217916675145,../run_exp/static/images/probes/probes-50.png,23,0,driftwood_beach,1
1167,2025-10-22,0,-1,2068.3719583339553,../run_exp/static/images/probes/probes-38.png,24,0,driftwood_beach,1
1167,2025-10-22,0,-1,566.554458333485,../run_exp/static/images/probes/probes-172.png,25,0,driftwood_beach,1
1167,2025-10-22,0,-1,823.0882916650444,../run_exp/static/images/probes/probes-08.png,26,0,driftwood_beach,1
1167,2025-10-22,0,-1,834.9390416660754,../run_exp/static/images/probes/probes-134.png,27,0,driftwood_beach,0
1167,2025-10-22,0,-1,680.531374999191,../run_exp/static/images/probes/probes-159.png,28,0,driftwood_beach,1
1167,2025-10-22,0,-1,2335.854625000138,../run_exp/static/images/probes/probes-51.png,29,0,driftwood_beach,0
1167,2025-10-22,0,-1,1546.5081250004005,../run_exp/static/images/probes/probes-24.png,30,0,sunleaf_forest,1
1167,2025-10-22,0,-1,1330.7039583341975,../run_exp/static/images/probes/probes-179.png,31,0,sunleaf_forest,0
1167,2025-10-22,0,-1,453.00416666577803,../run_exp/static/images/probes/probes-16.png,32,0,sunleaf_forest,0
1167,2025-10-22,1,-1,645.8623333346623,../run_exp/static/images/probes/probes-82.png,33,0,sunleaf_forest,0
1167,2025-10-22,1,-1,2328.638208335178,../run_exp/static/images/probes/probes-84.png,34,0,sunleaf_forest,1
1167,2025-10-22,1,-1,721.0115833331656,../run_exp/static/images/probes/probes-161.png,35,0,sunleaf_forest,1
1167,2025-10-22,1,-1,798.0681666649616,../run_exp/static/images/probes/probes-91.png,36,0,sunleaf_forest,0
1167,2025-10-22,1,-1,669.2866249995859,../run_exp/static/images/probes/probes-92.png,37,0,sunleaf_forest,0
1167,2025-10-22,2,-1,548.9752916655561,../run_exp/static/images/probes/probes-139.png,38,0,sunleaf_forest,0
1167,2025-10-22,2,-1,527.061083330409,../run_exp/static/images/probes/probes-97.png,39,0,sunleaf_forest,0
1167,2025-10-22,1,-1,677.4833333347487,../run_exp/static/images/probes/probes-145.png,40,0,sunleaf_forest,0
1167,2025-10-22,1,-1,605.9121666658029,../run_exp/static/images/probes/probes-118.png,41,0,sunleaf_forest,0
1167,2025-10-22,0,-1,507.8549166664743,../run_exp/static/images/probes/probes-33.png,42,0,sunleaf_forest,0
1167,2025-10-22,0,-1,486.8668750004872,../run_exp/static/images/probes/probes-171.png,43,0,sunleaf_forest,0
1167,2025-10-22,0,-1,1209.3789166665374,../run_exp/static/images/probes/probes-77.png,44,0,sunleaf_forest,0
1167,2025-10-22,1,-1,537.5554999991436,../run_exp/static/images/probes/probes-17.png,45,0,sunleaf_forest,0
1167,2025-10-22,2,-1,787.3497499986115,../run_exp/static/images/probes/probes-137.png,46,0,sunleaf_forest,1
1167,2025-10-22,2,-1,798.3078750003187,../run_exp/static/images/probes/probes-85.png,47,0,sunleaf_forest,0
1167,2025-10-22,2,-1,1479.1737083342014,../run_exp/static/images/probes/probes-45.png,48,0,sunleaf_forest,0
1167,2025-10-22,1,-1,468.928500000402,../run_exp/static/images/probes/probes-64.png,49,0,sunleaf_forest,0
1167,2025-10-22,0,-1,700.0202083345357,../run_exp/static/images/probes/probes-144.png,50,0,sunleaf_forest,0
1167,2025-10-22,1,-1,893.2406249987253,../run_exp/static/images/probes/probes-31.png,51,0,sunleaf_forest,1
1167,2025-10-22,1,-1,592.0996250006283,../run_exp/static/images/probes/probes-150.png,52,0,sunleaf_forest,1
1167,2025-10-22,1,-1,655.7518750014424,../run_exp/static/images/probes/probes-136.png,53,0,sunleaf_forest,1
1167,2025-10-22,1,-1,581.4397499998449,../run_exp/static/images/probes/probes-177.png,54,0,sunleaf_forest,0
1167,2025-10-22,1,-1,630.4422083321697,../run_exp/static/images/probes/probes-162.png,55,0,sunleaf_forest,1
1167,2025-10-22,1,-1,551.6791666650533,../run_exp/static/images/probes/probes-100.png,56,0,sunleaf_forest,0
